curp,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,edad,sexo,nivel_trabajo,casa,ahorros,cheques,credito_cantidad,credito_duracion,credito_proposito,riego
BORC160320,Clarinda,Brown,Rowe,1916-03-20,103,M,3,no,alta,25506656,5832,10,reparaciones,bueno
GEWD880907,Danny,George,Williams,1988-09-07,30,H,0,renta,moderada,28620,10590,16,otros,bueno
BOBJ990515,Jason,Bowles,Baker,1999-05-15,19,H,2,no,alta,64802344,30680,15,educacion,malo
HIMS690512,Stephanie,Higgins,Motyka,1969-05-12,49,M,2,propia,pequena,3400,2519,15,muebles,bueno
CASK280421,Karon,Capone,Silveira,1928-04-21,91,M,3,no,pequena,2185,22551,14,linea blanca,bueno
LANN670501,Numbers,Lawlor,Nevins,1967-05-01,51,H,0,renta,alta,4920360,28444,18,TV,malo
BAMK120617,Kay,Bryant,Mondragon,1912-06-17,106,M,3,propia,pequena,7769,26224,7,vacaciones,bueno
AESD630514,Danny,Ayers,Salazar,1963-05-14,55,H,1,renta,moderada,30085,47624,12,reparaciones,malo
AEBD310611,Daniel,Anderson,Bish,1931-06-11,87,H,0,renta,moderada,45876,30349,23,educacion,malo
MEWR110711,Robin,Mettler,Westfield,1911-07-11,107,M,3,propia,muy-grande,31752522,35059,21,vacaciones,bueno
SOCM470305,Mark,Skolnick,Clemments,1947-03-05,72,H,3,propia,pequena,2655,44371,3,linea blanca,bueno
HOBL750819,Lindsay,Howard,Brooks,1975-08-19,43,M,2,propia,muy-grande,13392334,2129,7,radio,bueno
RODM041202,Michael,Rogers,Dusel,1904-12-02,114,H,1,renta,moderada,22795,20528,23,TV,malo
KAMF250201,Fernando,Karel,Mcglone,1925-02-01,94,H,3,propia,pequena,7428,29642,24,radio,bueno
BELL241220,Leslie,Bertalan,Lemaster,1924-12-20,94,H,2,renta,pequena,1306,21324,15,negocios,bueno
HUHT960227,Traci,Hughes,Hernandez,1996-02-27,23,M,2,no,muy-grande,49804116,12172,19,reparaciones,bueno
WIKH380801,Helen,Williams,Kupper,1938-08-01,80,M,3,no,alta,15892167,7136,21,negocios,bueno
SIKD600826,Derrick,Schmidt,Klingensmith,1960-08-26,58,H,0,propia,moderada,24686,28084,4,TV,malo
WELR860224,Robert,Wehrley,Langlois,1986-02-24,33,H,0,no,moderada,16202,49096,5,equipo,malo
MECI730614,Isabel,Meeks,Cotton,1973-06-14,45,M,1,propia,pequena,3646,27323,24,muebles,malo
KECM831127,Milford,Kenne,Crockett,1983-11-27,35,H,3,no,muy-grande,14675075,21646,14,radio,malo
TAHS660615,Sabrina,Taylor,Harvey,1966-06-15,52,M,1,propia,pequena,5456,11862,15,linea blanca,bueno
FIAJ941115,Johnny,Fritz,Avalos,1994-11-15,24,H,2,propia,alta,14101671,14939,24,reparaciones,malo
MASS490714,Samantha,Massie,Smelcer,1949-07-14,69,M,1,renta,muy-grande,50505798,16203,14,negocios,malo
POWL561031,Leroy,Profitt,Watts,1956-10-31,62,H,1,renta,pequena,3718,8964,5,muebles,bueno
ROHP051006,Patricia,Rosenzweig,Harrill,1905-10-06,113,M,0,renta,pequena,4482,31653,8,negocios,bueno
PIBL881210,Leon,Price,Bly,1988-12-10,30,H,2,renta,alta,73337354,21317,17,negocios,malo
EISR490821,Renee,Elliott,Spencer,1949-08-21,69,M,0,no,pequena,8397,18184,21,linea blanca,malo
DORG791207,Gregory,Dowell,Rodriguez,1979-12-07,39,H,2,no,alta,70774970,33637,3,reparaciones,malo
LOTR960108,Richard,Love,Tolle,1996-01-08,23,H,3,propia,alta,57085266,11443,11,muebles,malo
TOEC570127,Charlene,Thomas,Espino,1957-01-27,62,M,2,renta,pequena,7072,26358,11,educacion,malo
MIVS100223,Sharon,Mixon,Vega,1910-02-23,109,M,2,no,moderada,31573,380,21,linea blanca,malo
MISL011113,Lawanda,Million,Scherer,1901-11-13,117,M,2,renta,alta,15856174,8909,22,educacion,malo
COMJ140511,John,Coello,Mcintosh,1914-05-11,104,H,0,propia,muy-grande,19403338,32825,19,radio,bueno
COMY430717,Yulanda,Cohen,Morris,1943-07-17,75,M,0,propia,alta,60309249,34868,18,TV,bueno
LOFD880627,Damian,Lozano,Ferrusi,1988-06-27,30,H,1,propia,muy-grande,36549326,30611,18,radio,malo
BAHS410826,Sharon,Baldwin,Hayes,1941-08-26,77,M,3,renta,muy-grande,10471323,34504,9,reparaciones,malo
WIMT080905,Tammy,Williamson,Mills,1908-09-05,110,M,1,no,alta,45003458,8588,9,muebles,malo
ROWM070209,Manuel,Rose,Wallace,1907-02-09,112,H,0,propia,muy-grande,90056132,42407,17,educacion,malo
SECB841231,Bernard,Spencer,Comeau,1984-12-31,34,H,2,renta,muy-grande,44558748,38966,17,negocios,bueno
EAMP860521,Peter,England,Mello,1986-05-21,32,H,1,propia,alta,30965601,37423,9,carro,bueno
FAGP560816,Patricia,Farley,Gephart,1956-08-16,62,M,3,propia,alta,70641594,27584,24,equipo,malo
ROVP860328,Paul,Rodriguez,Vogelpohl,1986-03-28,33,H,0,renta,pequena,836,38704,18,educacion,bueno
COSL580327,Linda,Conn,Smith,1958-03-27,61,M,0,renta,muy-grande,6564145,38143,9,educacion,bueno
SAAB480505,Barrie,Stafford,Andon,1948-05-05,70,M,3,propia,pequena,928,22426,5,radio,malo
DISL751204,Lee,Diller,Stanford,1975-12-04,43,M,0,no,alta,36629068,27598,18,vacaciones,malo
WIVJ780104,Jerome,Williamson,Villa,1978-01-04,41,H,0,renta,alta,86037294,11814,9,radio,bueno
OURM480423,Merle,Odum,Roscoe,1948-04-23,71,M,1,propia,alta,74260193,159,6,equipo,bueno
BUDC211101,Cleo,Burton,Delorey,1921-11-01,97,M,1,no,pequena,215,17530,10,negocios,bueno
LAMB630320,Bryant,Larrabee,Martinez,1963-03-20,56,H,1,renta,pequena,6204,35009,18,muebles,bueno
GOHE160918,Elsa,Gordin,Hargrove,1916-09-18,102,M,3,no,alta,45750288,46005,11,reparaciones,bueno
MARR740205,Raul,Mahi,Reid,1974-02-05,45,H,1,propia,pequena,9274,22560,5,negocios,bueno
GIHL690614,Lynn,Gilliam,Horowitz,1969-06-14,49,M,2,propia,pequena,3805,19710,5,equipo,bueno
DELK910506,Kevin,Dewispelaere,Ledezma,1991-05-06,27,H,1,no,alta,17795011,26524,12,carro,bueno
CABL770430,Larry,Chace,Beall,1977-04-30,41,H,1,propia,pequena,4746,39351,20,TV,malo
FEWB970207,Bobby,Ferguson,Wenger,1997-02-07,22,H,1,propia,muy-grande,14898012,28107,6,equipo,bueno
PABA820808,Alex,Pamplin,Bell,1982-08-08,36,H,0,no,muy-grande,5781182,34456,12,educacion,malo
PAJK780717,Kacy,Padilla,Jackson,1978-07-17,40,M,2,no,moderada,24447,33635,24,otros,bueno
WASA210331,Adrian,Waters,Scheel,1921-03-31,98,M,2,propia,pequena,9796,23772,14,reparaciones,malo
SIGA610915,Arnold,Smith,Gallogly,1961-09-15,57,H,3,no,pequena,2806,11589,21,otros,bueno
MERL011230,Lavina,Meaker,Ruby,1901-12-30,117,M,3,no,moderada,35149,6011,6,educacion,bueno
KUMC090217,Clara,Knudson,Mackey,1909-02-17,110,M,3,propia,muy-grande,86895270,11324,10,linea blanca,malo
GEFV790725,Victor,Gregory,Fernandez,1979-07-25,39,H,2,no,muy-grande,90074514,6200,3,otros,malo
MAOC711122,Christine,Mathias,Owens,1971-11-22,47,M,2,propia,pequena,1430,42876,4,equipo,bueno
SAWG850810,Glenn,Shattuck,Williams,1985-08-10,33,H,2,propia,muy-grande,58508629,32683,20,reparaciones,malo
WACC880213,Clyde,Wanda,Cornelius,1988-02-13,31,H,3,propia,pequena,9919,39332,14,educacion,malo
SOWM281109,Michael,Scholler,West,1928-11-09,90,H,0,renta,moderada,48874,37791,23,vacaciones,bueno
SALB860124,Blanca,Shaw,Litzenberg,1986-01-24,33,M,0,renta,pequena,9679,41567,10,reparaciones,malo
MIVT300310,Tia,Mills,Vandestreek,1930-03-10,89,M,2,renta,moderada,30733,14248,3,educacion,bueno
PALG600125,Gregory,Payne,Loya,1960-01-25,59,H,2,renta,alta,93951477,23689,7,vacaciones,malo
ROFT380424,Thomas,Rhodes,Frediani,1938-04-24,81,H,2,no,muy-grande,75952560,44194,23,otros,bueno
ROSW020403,William,Robertson,Sanchez,1902-04-03,117,H,2,propia,alta,203893,37402,15,carro,malo
TOPG000728,George,Thompson,Pesce,1900-07-28,118,H,3,no,muy-grande,96339418,21884,6,vacaciones,bueno
BOMV950922,Vincent,Broten,Melito,1995-09-22,23,H,2,propia,muy-grande,7844038,5637,5,TV,bueno
DASM200117,Marsha,Dangerfield,Smith,1920-01-17,99,M,0,propia,muy-grande,80807563,22941,2,linea blanca,malo
MIWD020420,Daniel,Miller,Wallace,1902-04-20,117,H,1,propia,pequena,8464,33826,9,TV,bueno
FOAK150412,Karen,Floyd,Asam,1915-04-12,104,M,3,renta,moderada,14471,23470,17,otros,bueno
PAWK380310,Kyle,Parks,Welsh,1938-03-10,81,H,1,renta,moderada,11374,30055,6,linea blanca,bueno
TADM020228,Margaret,Taylor,Diaz,1902-02-28,117,M,1,propia,muy-grande,1645282,38287,9,radio,malo
COFM140616,Michelle,Coward,Fino,1914-06-16,104,M,1,renta,alta,13010643,47129,14,radio,bueno
KIPJ960225,Jan,Knight,Park,1996-02-25,23,H,1,renta,muy-grande,35579190,10460,13,equipo,bueno
PONR680115,Richard,Power,Nix,1968-01-15,51,H,2,propia,moderada,38153,4593,14,equipo,bueno
BAEM900126,Marc,Barone,Edwards,1990-01-26,29,H,0,renta,muy-grande,70040240,7906,23,otros,bueno
PABW680629,William,Payne,Bailey,1968-06-29,50,H,0,propia,moderada,16810,13175,13,linea blanca,malo
ROTR511008,Robert,Rhodes,Tesmar,1951-10-08,67,H,2,renta,pequena,1095,1596,23,negocios,malo
TERM820725,Melissa,Terepka,Register,1982-07-25,36,M,2,no,moderada,42938,24545,23,educacion,bueno
ROBL521018,Lila,Roth,Buser,1952-10-18,66,M,0,renta,moderada,26314,36981,23,otros,bueno
ROPC090609,Christine,Roderick,Pollock,1909-06-09,109,M,1,no,alta,56922943,35361,3,vacaciones,bueno
RIWW840919,Wendi,Rivas,West,1984-09-19,34,M,2,renta,pequena,7387,43115,17,vacaciones,bueno
NATM021125,Martin,Natale,Terry,1902-11-25,116,H,3,propia,pequena,1059,29984,24,equipo,malo
OACN190305,Nancy,Orabuena,Curtis,1919-03-05,100,M,1,propia,muy-grande,84024347,18118,18,negocios,malo
BUST110401,Timothy,Bullock,Smuin,1911-04-01,108,H,2,renta,moderada,17239,37216,20,radio,malo
SEER330829,Robert,Seegmiller,Eddinger,1933-08-29,85,H,2,renta,pequena,4106,23429,11,reparaciones,malo
WAWA860112,Alice,Washington,Whitfield,1986-01-12,33,M,3,no,muy-grande,40691190,41453,2,equipo,bueno
PAMH480604,Helena,Parker,Meader,1948-06-04,70,M,2,propia,moderada,22277,45691,12,muebles,bueno
CAEB361206,Brian,Canavan,Ellis,1936-12-06,82,H,2,renta,alta,83642985,16341,12,equipo,bueno
TUOJ320429,Jack,Tucker,Ortiz,1932-04-29,86,H,0,no,muy-grande,80361827,36570,9,muebles,bueno
SOVC850104,Cheryl,Story,Vazquez,1985-01-04,34,M,1,renta,moderada,18988,40606,17,reparaciones,bueno
SEDB170924,Bertha,Stewart,Dennis,1917-09-24,101,M,3,propia,moderada,11307,21999,14,educacion,malo
TOPL550510,Leah,Thrower,Pittsley,1955-05-10,63,M,0,renta,muy-grande,77097548,23865,23,educacion,malo
PIRE480331,Edith,Piazza,Renfro,1948-03-31,71,M,2,renta,moderada,19680,4691,6,vacaciones,malo
MIDE300930,Elizabeth,Miller,Darnstaedt,1930-09-30,88,M,2,propia,moderada,46534,48621,16,negocios,malo
BARD120125,Dana,Barker,Rogers,1912-01-25,107,H,3,no,alta,86886098,22226,17,negocios,malo
PIMY790805,Yvonne,Pritchett,Malone,1979-08-05,39,M,0,no,moderada,21294,35141,6,muebles,malo
JOMC170314,Cole,Jordan,Murray,1917-03-14,102,H,1,propia,moderada,13006,20468,5,carro,malo
MAWC930815,Carol,Mason,Williams,1993-08-15,25,M,2,no,pequena,5124,8093,18,reparaciones,malo
PEMJ811113,Janet,Pearce,Moody,1981-11-13,37,M,1,renta,muy-grande,72103633,10358,3,educacion,malo
TEPR910728,Rudy,Temple,Peterson,1991-07-28,27,H,2,renta,muy-grande,77807746,12822,24,linea blanca,bueno
LOML070605,Linda,Lockman,Morales,1907-06-05,111,M,0,renta,pequena,4127,14851,14,otros,bueno
AUNJ250301,Juli,Aumick,Nobles,1925-03-01,94,M,2,renta,pequena,9633,5983,5,otros,malo
SESL550117,Lindsay,Schreiner,Schwab,1955-01-17,64,M,1,propia,muy-grande,33265712,26679,24,educacion,bueno
AUSA140215,April,Austin,Scrabeck,1914-02-15,105,M,1,propia,pequena,441,39037,7,muebles,malo
EECK450326,Kieth,Epley,Counts,1945-03-26,74,H,0,propia,muy-grande,53516580,45783,22,equipo,malo
HARE790904,Elizabeth,Halcomb,Rosner,1979-09-04,39,M,2,renta,pequena,6664,17547,16,muebles,bueno
BOCB160101,Brian,Bowdry,Cramer,1916-01-01,103,H,3,no,moderada,21309,41449,22,radio,malo
BASD750907,Donna,Bradley,Santos,1975-09-07,43,M,2,renta,muy-grande,8605646,38253,14,negocios,bueno
WIML381101,Larry,Whipple,Mccaslin,1938-11-01,80,H,2,no,pequena,3066,48779,24,TV,bueno
IEMP950928,Philip,Iverson,Martin,1995-09-28,23,H,3,renta,moderada,14108,175,6,equipo,malo
FEMB390430,Bernard,Frye,Madrid,1939-04-30,79,H,0,propia,moderada,21230,44180,20,linea blanca,bueno
BOAE970316,Edward,Bloom,Alvarado,1997-03-16,22,H,2,renta,muy-grande,59373426,659,8,equipo,bueno
RIBM850317,Mary,Richter,Boswell,1985-03-17,34,M,1,propia,moderada,28764,30693,4,equipo,bueno
SIZL581203,Lisa,Smith,Zavala,1958-12-03,60,M,0,propia,moderada,16574,28384,21,muebles,bueno
CASJ170926,Janice,Campbell,Smallman,1917-09-26,101,M,0,no,pequena,1335,38552,18,equipo,bueno
HAJN800222,Nicholas,Haith,Johnson,1980-02-22,39,H,3,propia,pequena,4665,18162,21,reparaciones,malo
PIMM110604,Mindy,Phillips,Munoz,1911-06-04,107,M,1,propia,muy-grande,55886491,12983,9,TV,malo
GADG450118,George,Gardner,Dixon,1945-01-18,74,H,3,no,moderada,39902,27740,12,TV,bueno
TEJC651004,Crystal,Tyler,Jones,1965-10-04,53,M,1,renta,alta,98696314,28474,4,TV,malo
GESJ441009,Jean,Gegenheimer,Sierra,1944-10-09,74,M,0,no,alta,73319644,48225,11,vacaciones,bueno
HAML890716,Leo,Harman,Matheis,1989-07-16,29,H,3,renta,pequena,515,3191,9,radio,malo
POAT090722,Terri,Porter,Adams,1909-07-22,109,M,2,propia,muy-grande,72285702,38589,4,educacion,bueno
HIRJ631217,Jess,Highley,Ronning,1963-12-17,55,H,0,no,moderada,16562,2316,8,TV,malo
RUHJ701002,John,Rufi,Harris,1970-10-02,48,H,3,no,moderada,31740,31713,19,negocios,bueno
SIHD240823,Dennis,Simpson,Henry,1924-08-23,94,H,3,no,alta,79411511,3063,5,TV,bueno
FEPD900920,Duane,Ferguson,Partridge,1990-09-20,28,H,1,propia,pequena,9743,46367,17,negocios,bueno
GECE810812,Esther,Gearhart,Chong,1981-08-12,37,M,2,propia,moderada,24467,19712,20,vacaciones,bueno
SULS670814,Sean,Sun,Lundberg,1967-08-14,51,H,1,propia,moderada,22541,11849,16,muebles,bueno
POGC020322,Clifford,Poucher,Gadwah,1902-03-22,117,H,3,renta,alta,8151985,39598,8,muebles,bueno
JOJP230525,Pauline,Jones,Jacobson,1923-05-25,95,M,3,no,moderada,40047,49157,17,negocios,bueno
BULK851224,Kathryn,Bucko,Lasky,1985-12-24,33,M,2,no,muy-grande,50602832,25293,5,negocios,malo
ROAM700107,Marie,Romaniak,Anastasiades,1970-01-07,49,M,0,propia,pequena,2025,39847,12,negocios,malo
ROYT520122,Tomeka,Roberts,Young,1952-01-22,67,M,1,no,muy-grande,9465104,13323,20,equipo,bueno
RESR410326,Robin,Reese,Swihart,1941-03-26,78,M,2,renta,moderada,12781,15322,7,radio,malo
CALJ910601,Jacqueline,Cash,Lawrence,1991-06-01,27,M,1,renta,muy-grande,85312842,47206,14,equipo,malo
MAPD400723,Deborah,Martinez,Pearson,1940-07-23,78,M,2,renta,muy-grande,78198406,44898,10,educacion,malo
MATP491119,Patricia,Marte,Teixeira,1949-11-19,69,M,0,renta,moderada,26860,19013,13,linea blanca,bueno
SEMM150118,Michael,Stephenson,Martinez,1915-01-18,104,H,3,propia,alta,39657844,6133,18,vacaciones,malo
HEPS171105,Sherry,Herrera,Prince,1917-11-05,101,M,3,no,pequena,5697,34447,24,educacion,malo
BAJB000426,Beth,Battaglia,Jones,1900-04-26,119,M,1,propia,muy-grande,22494541,40048,22,reparaciones,bueno
COLM451029,Marc,Coleman,Logan,1945-10-29,73,H,0,renta,pequena,9328,14221,13,TV,bueno
QUPJ651109,Joyce,Quinonez,Prach,1965-11-09,53,M,2,renta,alta,78750207,730,4,equipo,bueno
WAMA150928,Ashley,Walter,Mcnair,1915-09-28,103,M,0,renta,muy-grande,78078676,11457,11,TV,bueno
AAEK100211,Kenneth,Ayala,Engler,1910-02-11,109,H,2,no,muy-grande,26231977,34344,18,equipo,malo
CADF710107,Franklin,Chacon,Dutchess,1971-01-07,48,H,3,propia,moderada,23772,24519,22,otros,malo
IUSB940405,Beatrice,Inguardsen,Schillaci,1994-04-05,25,M,0,propia,moderada,18856,30872,4,vacaciones,bueno
BOHC580526,Clifford,Brookskennedy,Hetrick,1958-05-26,60,H,1,renta,moderada,28243,18643,23,TV,malo
GIMM720328,Miguel,Gilbert,Mccullough,1972-03-28,47,H,3,renta,moderada,25862,8665,9,TV,bueno
ROBM080523,Max,Rojo,Bryant,1908-05-23,110,H,2,propia,pequena,106,41712,3,radio,bueno
COSD070502,Dolores,Corsaut,Shon,1907-05-02,111,M,1,renta,muy-grande,363527,18433,17,muebles,malo
COBG880908,Glen,Corchado,Black,1988-09-08,30,H,3,propia,pequena,6824,14223,7,negocios,bueno
HOSS910320,Scott,Hodgkin,Sexton,1991-03-20,28,H,3,no,alta,42989075,32400,22,TV,malo
BOLB960728,Barbara,Brown,Levey,1996-07-28,22,M,2,renta,moderada,12513,13493,10,radio,bueno
NEDR200930,Russell,Newman,Daly,1920-09-30,98,H,0,renta,moderada,28777,18708,6,equipo,bueno
HIWM031105,Martha,Hill,Williams,1903-11-05,115,M,2,no,alta,64197845,45047,7,muebles,bueno
HEFT331022,Thomas,Hempstead,Freedman,1933-10-22,85,H,1,propia,moderada,15226,37846,24,reparaciones,bueno
SATE670224,Eduardo,Savage,Tyler,1967-02-24,52,H,2,propia,pequena,3852,36144,14,negocios,bueno
BEAD680511,Dennis,Betancourt,Allen,1968-05-11,50,H,1,no,moderada,20017,18763,21,vacaciones,malo
SUPJ640703,John,Schultz,Pascale,1964-07-03,54,H,3,no,pequena,8305,4639,6,muebles,bueno
LADB180217,Bertie,Lawson,Dunbar,1918-02-17,101,M,0,propia,muy-grande,35147207,2712,4,otros,bueno
PEHM150404,Melanie,Perkins,Hansen,1915-04-04,104,M,1,renta,moderada,39994,35861,11,radio,bueno
PECD781022,Diane,Perez,Carter,1978-10-22,40,M,2,propia,moderada,31596,3929,15,carro,bueno
AEBL260830,Landon,Allen,Beck,1926-08-30,92,H,3,no,muy-grande,64032159,14557,6,muebles,bueno
NOJM210626,Misty,Nolton,Janosko,1921-06-26,97,M,2,renta,muy-grande,72022568,25779,19,radio,bueno
TOBJ831103,James,Thomas,Barkley,1983-11-03,35,H,3,propia,alta,68496876,4405,22,TV,malo
WARL140605,Lee,Whaley,Recalde,1914-06-05,104,H,3,no,alta,76286434,12906,14,linea blanca,bueno
IABJ490119,Jack,Ingram,Briggs,1949-01-19,70,H,3,no,moderada,14044,47706,18,carro,bueno
FIFF070725,Frederick,Fincher,Frith,1907-07-25,111,H,1,propia,moderada,11565,43596,21,linea blanca,malo
DERS790717,Sam,Dean,Richardson,1979-07-17,39,H,3,propia,pequena,8342,21012,21,negocios,malo
HOBJ890820,Josh,House,Bradford,1989-08-20,29,H,1,propia,pequena,3324,6285,22,equipo,malo
DASM130204,Melissa,Davis,Segal,1913-02-04,106,M,1,renta,moderada,32467,9569,19,linea blanca,malo
WECK310504,Kindra,Wells,Clough,1931-05-04,87,M,0,no,muy-grande,81921797,39897,16,muebles,bueno
TOWD800416,Dorothy,Troutman,Warren,1980-04-16,39,M,3,propia,muy-grande,84506253,31442,18,educacion,bueno
JALC230813,Christa,Janssen,Lockett,1923-08-13,95,M,0,renta,moderada,31156,14590,7,radio,malo
LOVV541220,Vance,Lloyd,Vargas,1954-12-20,64,H,1,propia,muy-grande,85264229,12596,4,radio,bueno
SERJ590713,Jan,Stephens,Ross,1959-07-13,59,M,0,renta,alta,38616317,26243,3,equipo,bueno
RAHV510401,Vera,Rayburn,Harris,1951-04-01,68,M,3,propia,alta,68513693,10916,4,educacion,malo
WIRL451117,Lilly,Wilson,Ragan,1945-11-17,73,M,3,renta,alta,81862590,43168,17,equipo,malo
HABA451101,Ada,Hatherly,Berry,1945-11-01,73,M,2,propia,muy-grande,69956552,12060,23,muebles,bueno
DIHS220306,Stanley,Diggs,Hill,1922-03-06,97,H,3,renta,pequena,8878,38920,6,radio,malo
MAMA831130,Angela,Malinowski,Muzii,1983-11-30,35,M,2,no,pequena,2714,32126,7,equipo,malo
LALE880307,Eloise,Lazenby,Legette,1988-03-07,31,M,1,renta,moderada,49321,29400,7,muebles,bueno
HANK270403,Kevin,Haro,Norton,1927-04-03,92,H,3,renta,moderada,17989,35390,6,reparaciones,bueno
GECM510917,Michael,Green,Crockett,1951-09-17,67,H,3,no,alta,74107545,43986,4,vacaciones,bueno
LATC091128,Carolyn,Langley,Tangri,1909-11-28,109,M,1,renta,pequena,3932,18148,6,equipo,malo
PIWF991117,Francisco,Phillips,Williamston,1999-11-17,19,H,2,no,muy-grande,7306540,12581,12,carro,bueno
FAPF080509,Frances,Fairman,Poore,1908-05-09,110,M,2,renta,moderada,25665,11755,11,linea blanca,bueno
TIDL341002,Lance,Twitty,Devine,1934-10-02,84,H,1,propia,pequena,8808,8916,4,linea blanca,malo
BEMG390531,Geraldine,Brewer,Martindale,1939-05-31,79,M,3,no,alta,23574516,28903,22,carro,malo
WANA460821,Anna,Walton,Neuman,1946-08-21,72,M,1,no,moderada,14742,36724,10,muebles,malo
LAKC411109,Charles,Lang,Kappeler,1941-11-09,77,H,3,renta,moderada,16258,23794,16,radio,bueno
MALE640906,Eva,Maurin,Logan,1964-09-06,54,M,1,propia,moderada,37951,34743,22,reparaciones,malo
KELC871013,Charles,Keeling,Lynch,1987-10-13,31,H,3,propia,alta,21237736,32419,23,equipo,malo
CAWP070802,Pamela,Cray,Watkins,1907-08-02,111,M,3,renta,moderada,49649,29910,5,vacaciones,bueno
REBL900105,Latoya,Reynolds,Bethune,1990-01-05,29,M,2,renta,moderada,20592,34115,23,TV,malo
WEWJ121129,Jack,Whelpley,Williams,1912-11-29,106,H,1,propia,muy-grande,82110444,12131,7,muebles,malo
SIGG661119,Gary,Swick,Gonzalez,1966-11-19,52,H,0,no,muy-grande,6204509,3543,15,educacion,bueno
GARD170930,Daniel,Garza,Roy,1917-09-30,101,H,3,renta,pequena,7009,45042,9,TV,malo
CAAG311229,Gary,Carlson,Aiyer,1931-12-29,87,H,2,renta,pequena,6877,10847,24,radio,bueno
CICJ830316,Jeffry,Cline,Carroll,1983-03-16,36,H,3,no,muy-grande,7446749,31531,8,reparaciones,bueno
BATG050302,Gus,Blaise,Thomas,1905-03-02,114,H,3,no,muy-grande,5235266,3442,3,radio,bueno
CUBB990919,Barbar,Curry,Brewer,1999-09-19,19,M,0,renta,alta,43298343,14513,12,negocios,bueno
MIES080220,Susan,Milligan,Edmond,1908-02-20,111,M,3,renta,muy-grande,85576153,37420,23,otros,malo
GASL010416,Laura,Galan,Sprenkle,1901-04-16,118,M,2,renta,muy-grande,19492116,41353,3,reparaciones,malo
FOMJ600313,John,Forman,Martinez,1960-03-13,59,H,1,no,pequena,9301,36112,9,muebles,bueno
MEMG170701,Gladys,Mccrea,Mahan,1917-07-01,101,M,0,propia,alta,72177001,43833,4,negocios,malo
AAKJ250131,John,Adams,King,1925-01-31,94,H,3,no,moderada,36877,16101,24,negocios,malo
TAWM750519,Michael,Tanner,Williams,1975-05-19,43,H,2,propia,muy-grande,41739476,3972,23,TV,bueno
JUJM461103,Michael,Juba,Johnson,1946-11-03,72,H,3,no,alta,97262204,36787,10,educacion,malo
PAWD220913,Daniel,Partis,Woodard,1922-09-13,96,H,2,propia,alta,39762111,36545,11,muebles,bueno
JATT241230,Terri,Jackson,Thomas,1924-12-30,94,M,0,propia,muy-grande,29598657,14042,20,reparaciones,bueno
BAPN931218,Naomi,Babineaux,Powell,1993-12-18,25,M,3,no,moderada,40595,47034,20,muebles,malo
PEPC540220,Casey,Phelan,Parker,1954-02-20,65,H,3,renta,muy-grande,39821551,43355,19,muebles,bueno
MEGM380704,Michael,Menchaca,Garcia,1938-07-04,80,H,1,renta,pequena,1417,42999,10,otros,bueno
CASL020802,Lawrence,Carey,Scott,1902-08-02,116,H,3,renta,moderada,26217,28651,10,educacion,bueno
GOGJ001229,Jamie,Gorman,Graves,1900-12-29,118,M,3,renta,moderada,23327,6120,2,TV,bueno
BIPE740301,Eric,Bridges,Perkins,1974-03-01,45,H,3,propia,pequena,4125,31229,13,carro,malo
OIPB770530,Barry,Ortiz,Pearson,1977-05-30,41,H,1,renta,alta,4777036,33892,7,reparaciones,bueno
RACA920507,Andrea,Ramirez,Corso,1992-05-07,26,M,0,propia,alta,27747939,16034,2,reparaciones,malo
PISJ180125,Jerry,Price,Smelcer,1918-01-25,101,H,3,renta,moderada,44374,27240,4,otros,malo
RELC800822,Carley,Rechtzigel,Li,1980-08-22,38,M,0,propia,muy-grande,23775493,23036,2,otros,bueno
JEMJ160604,Joan,Jenkins,Martinez,1916-06-04,102,M,0,renta,alta,6907257,20915,12,equipo,malo
KEMS450126,Susan,Kent,Marciano,1945-01-26,74,M,3,renta,muy-grande,51634902,43198,22,muebles,bueno
